0	4	3	0	9	8	2	17	0	0	7	8	0	0	2	3	0	0	2	0	1	6	4	0	12	2	4	3	0	0	3	4	2	4	0	9	4	0	4	4	4	5	3	7	8	3	11	12	7	9	13	6	19	0	8	0	1	1	5	8	5	0	0	2	7	9	8	4	12	5	6	9	8	0	6	6	0	5	
4	0	10	1	109	23	1	3	0	0	3	2	0	0	0	1	0	21	17	23	5	7	16	5	0	12	14	29	11	6	11	6	7	1	0	28	8	15	3	18	3	5	1	15	22	8	18	7	8	9	7	7	7	3	40	2	10	13	11	16	4	0	0	5	12	6	3	8	12	8	11	4	14	2	6	3	1	5	
3	10	0	12	5	1	15	6	10	12	7	15	9	14	19	9	19	22	3	21	10	8	26	7	5	1	10	18	12	9	3	5	20	1	23	13	11	22	6	17	22	7	7	15	13	10	4	6	1	14	11	8	23	13	7	17	14	23	15	17	10	19	31	20	6	25	6	22	12	18	16	17	17	9	13	3	0	14	
0	1	12	0	7	6	14	10	11	15	7	6	11	8	6	26	12	11	4	16	8	1	5	7	0	3	3	32	5	27	17	18	23	7	6	14	23	14	11	23	10	22	1	0	4	19	9	0	0	15	7	8	12	20	26	27	31	21	26	8	15	26	6	18	6	10	11	40	25	13	15	2	14	10	22	9	1	20	
9	109	5	7	0	22	6	9	1	0	6	6	1	1	3	6	2	12	12	11	3	1	7	6	7	7	8	16	21	14	4	2	18	6	0	39	22	12	3	16	6	9	0	10	16	7	19	3	4	8	8	20	6	6	62	10	17	16	21	8	8	19	0	19	5	12	22	28	13	14	9	6	20	3	26	10	0	12	
8	23	1	6	22	0	1	12	6	7	13	12	0	8	0	6	6	2	38	15	6	5	13	8	15	24	17	6	16	1	23	24	36	13	0	33	13	17	18	8	14	16	2	17	12	3	17	16	15	9	18	15	14	4	26	10	3	14	11	24	13	4	1	11	8	12	16	15	15	4	9	13	16	13	7	9	20	3	
2	1	15	14	6	1	0	4	3	12	4	16	8	8	21	11	5	33	2	15	7	3	7	3	3	3	5	29	12	16	9	13	4	1	17	7	13	4	12	14	19	16	19	2	10	8	5	2	3	5	7	11	13	10	6	7	19	10	13	20	6	8	2	14	4	7	10	22	12	10	6	9	11	6	9	5	0	9	
17	3	6	10	9	12	4	0	2	1	3	6	3	0	7	3	2	12	8	6	10	6	20	2	23	7	21	13	3	7	8	9	11	6	0	10	9	5	9	66	3	6	5	22	8	28	58	15	6	19	14	60	9	19	16	36	22	24	22	9	71	22	0	20	25	38	32	21	21	34	29	13	112	0	28	15	2	15	
0	0	10	11	1	6	3	2	0	12	3	9	5	7	7	14	16	16	7	15	10	9	27	15	2	1	22	20	6	5	10	6	11	21	7	10	9	9	9	8	20	0	2	13	0	3	7	2	0	7	14	6	12	19	2	10	10	9	7	1	12	13	19	12	4	12	5	4	15	1	1	6	1	8	3	0	0	4	
0	0	12	15	0	7	12	1	12	0	2	14	11	16	15	14	20	15	28	12	13	6	13	13	1	17	4	5	4	11	9	19	20	0	13	1	19	12	46	15	13	9	3	0	0	10	0	1	1	6	0	6	4	10	5	24	24	13	13	0	1	21	10	14	5	12	6	21	5	7	4	1	8	13	8	5	2	16	
7	3	7	7	6	13	4	3	3	2	0	9	7	31	31	12	33	12	5	5	4	6	21	19	10	2	11	18	26	1	6	2	13	29	14	8	3	7	10	24	12	7	12	26	23	21	18	6	10	12	25	6	33	26	21	40	21	36	25	19	16	34	8	45	20	24	9	8	17	20	21	14	22	9	16	25	0	14	
8	2	15	6	6	12	16	6	9	14	9	0	27	14	11	15	9	9	3	23	14	1	14	13	9	5	8	11	10	28	26	7	17	17	6	4	20	17	11	38	10	11	0	21	4	34	8	3	3	25	10	27	21	42	34	33	34	45	42	22	24	41	7	47	16	21	28	60	24	34	19	17	31	15	29	10	1	50	
0	0	9	11	1	0	8	3	5	11	7	27	0	15	9	16	19	7	20	22	15	2	24	20	18	2	1	26	0	18	101	16	15	9	10	4	11	33	8	8	9	4	1	7	1	16	0	0	1	9	8	1	8	9	4	13	15	14	10	6	3	21	10	11	1	26	3	11	9	2	1	3	8	19	3	0	2	10	
0	0	14	8	1	8	8	0	7	16	31	14	15	0	13	27	165	21	11	27	14	5	36	32	1	5	3	11	5	10	10	11	38	3	6	2	15	39	26	23	18	2	2	6	4	39	2	0	0	5	11	15	9	20	17	40	37	44	36	4	9	45	6	32	5	21	9	12	17	28	20	3	19	14	16	19	0	23	
2	0	19	6	3	0	21	7	7	15	31	11	9	13	0	16	10	75	2	32	23	3	15	8	8	0	8	9	40	3	9	7	18	4	36	7	8	13	10	11	38	4	60	7	16	4	5	5	1	5	11	12	12	7	2	10	7	10	16	19	4	15	12	12	1	29	3	8	12	6	6	6	5	10	1	4	0	7	
3	1	9	26	6	6	11	3	14	14	12	15	16	27	16	0	33	19	2	32	14	1	36	10	4	1	14	35	19	10	10	9	20	9	9	11	17	30	14	4	15	24	8	14	3	5	6	4	3	5	12	7	23	13	9	17	18	9	16	21	5	18	7	20	8	15	7	14	27	9	10	12	6	21	10	6	0	5	
0	0	19	12	2	6	5	2	16	20	33	9	19	165	10	33	0	5	13	28	14	6	35	33	1	7	6	12	5	18	22	18	33	9	9	1	20	37	28	14	12	5	2	2	5	30	2	0	1	5	8	13	14	20	19	39	37	51	38	4	12	52	6	39	5	26	9	26	19	18	19	3	14	23	25	16	0	24	
0	21	22	11	12	2	33	12	16	15	12	9	7	21	75	19	5	0	1	52	17	1	26	14	3	0	11	12	71	2	6	10	31	6	69	30	26	21	17	17	52	5	97	4	14	8	11	1	0	11	6	10	4	13	10	17	18	11	11	2	6	16	14	11	8	21	4	11	16	5	2	0	12	13	11	0	3	9	
2	17	3	4	12	38	2	8	7	28	5	3	20	11	2	2	13	1	0	3	1	7	10	17	4	180	5	26	7	2	25	45	26	22	0	8	3	14	30	10	1	13	0	5	19	10	5	12	7	11	2	26	5	17	9	13	15	12	17	18	6	13	1	17	5	27	17	24	25	15	21	2	10	1	9	10	0	5	
0	23	21	16	11	15	15	6	15	12	5	23	22	27	32	32	28	52	3	0	16	5	35	11	5	6	26	20	48	11	11	13	48	9	18	43	24	38	19	16	30	11	22	4	3	12	1	7	1	8	11	11	35	8	1	17	21	24	19	11	6	19	33	15	4	25	5	38	21	8	6	2	9	36	3	6	1	12	
